PRI Local bodies of Maharashtra (State Code: 27) State,,,,,,,
S.No.,Localbody Type Code,Localbody Type Name,Localbody Code,Localbody Version,Localbody Name (In English),Localbody Name (In Local),Parent Localbody Code
7668,3,Village Panchayat,187489,1,Gangrai,गांग्रई,4895
7669,3,Village Panchayat,187337,1,Gani,गाणी,4891
7670,3,Village Panchayat,182052,1,Ganipur,गानीपूर,4827
7671,3,Village Panchayat,192002,2,Ganjad Gr.,गंजाड,4946
7672,3,Village Panchayat,179349,1,Ganjankheda,गांजनखेडा,4790
7673,3,Village Panchayat,189049,1,Ganje,गांजे,4914
7674,3,Village Panchayat,192323,2,Ganje Dhekale,गांजेढेकाळे,4951
7675,3,Village Panchayat,185819,1,Ganjevalan,गंगावळण,4871
7676,3,Village Panchayat,180917,2,Ganjgaon,गंजगाव,4814
7677,3,Village Panchayat,168164,1,Ganji Bhoyare,गांजी भोयरे,4641
7678,3,Village Panchayat,179625,1,Ganjoor,गांजूर,4794
7679,3,Village Panchayat,171374,1,Ganjpur,गांजपूर,4682
7680,3,Village Panchayat,179450,1,Ganjur,गांजूर,4791
7681,3,Village Panchayat,179451,1,Ganjurwadi,गांजूरवाडी,4791
7682,3,Village Panchayat,175492,1,Gankhaira,गणखैरा,4745
7683,3,Village Panchayat,169581,1,Ganoja Dewi,गाणोजा ड्यूयी,4659
7684,3,Village Panchayat,167588,1,Ganore,गनोरे,4635
7685,3,Village Panchayat,183087,1,Ganore,गणोरे,4839
7686,3,Village Panchayat,169582,1,Ganori,गाणोरी,4659
7687,3,Village Panchayat,170742,1,Ganori,गाणोरी,4675
7688,3,Village Panchayat,193796,1,Ganori,गणोरी,4972
7689,3,Village Panchayat,172976,1,Ganpur,गणपूर,4704
7690,3,Village Panchayat,176675,2,Ganpur,गणपूर,4759
7691,3,Village Panchayat,180800,1,Ganpur,गणपूर,4812
7692,3,Village Panchayat,184683,1,Ganpur,गानपूर,4858
7693,3,Village Panchayat,306082,1,Ganpur,गणपुर,4758
7694,3,Village Panchayat,174831,1,Ganpur (Rai),गणपूर राई,4732
7695,3,Village Panchayat,245303,1,Ganuchiwadi,गानुचीवादी,4780
7696,3,Village Panchayat,182752,1,Ganur,गणुर,4835
7697,3,Village Panchayat,187612,1,Gaontale,गावतळे,4896
7698,3,Village Panchayat,190639,4,Gaorai,गावराई,4928
7699,3,Village Panchayat,181430,1,Gaori,गौरी,4820
7700,3,Village Panchayat,184269,1,Gaosud,गावसूद,4853
7701,3,Village Panchayat,180748,1,Gaosut,गावसुत,4811
7702,3,Village Panchayat,181556,2,Gaoundgaon,गौनडगांव,4821
7703,3,Village Panchayat,171554,1,Gappewadi/Namewadi,गप्पेवाडी नामेवाडी,4684
7704,3,Village Panchayat,168749,1,Gar,गार,4647
7705,3,Village Panchayat,185633,3,Gar,गार,4869
7706,3,Village Panchayat,172120,1,Garada,गराडा,4692
7707,3,Village Panchayat,175668,1,Garada,गराडा,4748
7708,3,Village Panchayat,236989,2,Garada,गराडा,4672
7709,3,Village Panchayat,171978,3,Garada (Bk) Pu,गराडा (बू.) पु.,4690
7710,3,Village Panchayat,171979,2,Garada (Khurd),गराडा (खु),4690
7711,3,Village Panchayat,172773,1,Garadgaon,गारडगांव,4701
7712,3,Village Panchayat,170986,1,Garaj,गरज,4678
7713,3,Village Panchayat,191264,1,Gar Akole,गारअकोले,4936
7714,3,Village Panchayat,189449,1,Garalewadi,गारळेवाडी,4917
7715,3,Village Panchayat,180240,1,Garamsur,गरमसुर,4803
7716,3,Village Panchayat,189450,1,Garavadi,गारवडी,4917
7717,3,Village Panchayat,189879,1,Garawade,गारवडे,4921
7718,3,Village Panchayat,183179,1,Garbad,गरबड,4840
7719,3,Village Panchayat,167589,2,Gardani,गरडीनी,4635
7720,3,Village Panchayat,186413,1,Garde,गराडे,4877
7721,3,Village Panchayat,174975,1,Gardewada,गर्देवाडा,4735
7722,3,Village Panchayat,171740,1,Gardewadi,गर्देवाडी,4686
7723,3,Village Panchayat,188611,1,Gardi,गार्डि,4908
7724,3,Village Panchayat,237341,1,Gardi,गार्डी,4940
7725,3,Village Panchayat,183180,1,Garegaon,गारेगाव,4840
7726,3,Village Panchayat,192639,2,Gargaon,गारगाव,4956
7727,3,Village Panchayat,181129,1,Gargavan,गारगावन,4817
7728,3,Village Panchayat,178330,1,Gargoti,गारगोटी,4779
7729,3,Village Panchayat,180846,1,Gargotwadi,गारगोटवाडी,4813
7730,3,Village Panchayat,186085,1,Gargotwadi,गारगोटवाडी,4873
7731,3,Village Panchayat,180847,1,Gargotwadi (Di),गारगोटवाडी दी,4813
7732,3,Village Panchayat,168165,1,Gargundi,गार्गुंदी,4641
7733,3,Village Panchayat,172672,1,Gargundi,गारगुंडि,4699
7734,3,Village Panchayat,178769,1,Garjan,गर्जन,4784
7735,3,Village Panchayat,188544,2,Garjewadi,गर्जेवाडी,4907
7736,3,Village Panchayat,175152,1,Garkapetha,गरकापेठा,4740
7737,3,Village Panchayat,172673,1,Garkhed,गारखेड,4699
7738,3,Village Panchayat,173297,1,Garkhed,गारखेड,4709
7739,3,Village Panchayat,170254,2,Garkheda,गरखेडा,4670
7740,3,Village Panchayat,176213,1,Garkheda,गारखेडा,4753
7741,3,Village Panchayat,177662,1,Garkheda/ Jomala,गरखेडा  जोमाळा,4771
7742,3,Village Panchayat,176764,2,Garkhede,गारखेडा,4760
7743,3,Village Panchayat,183902,1,Garkhede,गारखेडे,4848
7744,3,Village Panchayat,176950,1,Garkhede Bk,गारखेडे बु.,4763
7745,3,Village Panchayat,176951,1,Garkhede Kh Gangapuri,गारखेडे खु. गंगापुरी,4763
7746,3,Village Panchayat,168166,1,Garkhindi,गरखींडी,4641
7747,3,Village Panchayat,180183,1,Garla,गारला,4802
7748,3,Village Panchayat,193095,1,Garmsur,गरमसूर,4963
7749,3,Village Panchayat,176094,1,Garolyachiwadi,गारोळ्याचीवाडी,4752
7750,3,Village Panchayat,192967,1,Garpit,गारपिट,4961
7751,3,Village Panchayat,175408,1,Garra (Buz.),गर्रा बुझ्झ,4744
7752,3,Village Panchayat,179827,2,Garsuli,गरसूळी,4796
7753,3,Village Panchayat,174216,1,Gartad,गरताड,4725
7754,3,Village Panchayat,174366,1,Gartad,गरताड,4726
7755,3,Village Panchayat,174636,1,Gartad,गरताड,4728
7756,3,Village Panchayat,176676,1,Gartad,गरताड,4759
7757,3,Village Panchayat,178049,2,Garteki Tanda,गारटेकी तांडा,4775
7758,3,Village Panchayat,183004,1,Garudeshwar,गरुडेश्व्वर,4838
7759,3,Village Panchayat,189451,1,Garudi,गारुडी,4917
7760,3,Village Panchayat,191367,1,Garwadmagarwadi (Nv),गर्वाड मागरवादी अन्वी,4937
7761,3,Village Panchayat,191028,2,Gatachiwadi,गाताचीवाडी,4934
7762,3,Village Panchayat,188933,1,Gatadwadi,गाताडवाडी,4913
7763,3,Village Panchayat,177301,1,Gate,गाते,4767
7764,3,Village Panchayat,179626,1,Gategaon,गातेगाव,4794
7765,3,Village Panchayat,192640,2,Gates Bk,गातेस बु.,4956
7766,3,Village Panchayat,168167,1,Gatewadi,गतेवाडी,4641
7767,3,Village Panchayat,189746,1,Gatewadi,गटेवाडी,4920
7768,3,Village Panchayat,174922,1,Gatta,गट्टा,4734
7769,3,Village Panchayat,174976,1,Gatta,गट्टा,4735
7770,3,Village Panchayat,191149,1,Gaudare,गौंडरे,4935
7771,3,Village Panchayat,185715,1,Gauddara,गाऊडदरा,4870
7772,3,Village Panchayat,179520,1,Gaudgaon,गौंडगाव,4792
7773,3,Village Panchayat,184268,1,Gaudgaon,गौडगाव,4853
7774,3,Village Panchayat,191033,1,Gaudgaon,गौडगांव,4934
7775,3,Village Panchayat,190915,1,Gaudgaon Bk,गैाडगाव  बु,4933
7776,3,Village Panchayat,191645,4,Gaudwadi,गौडवाडी,4941
7777,3,Village Panchayat,181308,3,Gaul,गऊळ,4819
7778,3,Village Panchayat,194407,1,Gaulamanjari,गौलामंजारी,4981
7779,3,Village Panchayat,183383,1,Gaulane,गौळाणे,4842
7780,3,Village Panchayat,194405,1,Gaul Bk,गौल बु.,4981
7781,3,Village Panchayat,194406,1,Gaul Kd,गौल खु.,4981
7782,3,Village Panchayat,173237,1,Gaulkhed,गौलखेड,4708
7783,3,Village Panchayat,169414,1,Gaulkheda,गौरखेडा,4656
7784,3,Village Panchayat,236977,1,Gaulkheda Bazar,गौलखेडा बाजार,4662
7785,3,Village Panchayat,177302,1,Gaulkhede,गौरखेडा,4767
7786,3,Village Panchayat,187338,1,Gaulwadi,गौळवाडी,4891
7787,3,Village Panchayat,171431,1,Gaundgaon,गौंडगांव,4683
7788,3,Village Panchayat,185026,1,Gaundgaon,गौंडगाव,4862
7789,3,Village Panchayat,188936,1,Gaundwadi,गौंडवाडी,4913
7790,3,Village Panchayat,179726,1,Gaur,गौर,4795
7791,3,Village Panchayat,180079,1,Gaurala,गौराळा,4800
7792,3,Village Panchayat,192641,3,Gaurapur,गौरापुर,4956
7793,3,Village Panchayat,186716,2,Gaurkamat,गौरकामत,4881
7794,3,Village Panchayat,169583,1,Gaurkheda,गौरखेडा,4659
7795,3,Village Panchayat,169795,1,Gaurkheda,गौरखेडा,4663
7796,3,Village Panchayat,175268,1,Gaurnagar,गौरनगर,4742
7797,3,Village Panchayat,170490,1,Gaurpimpri,गौरपिंप्री,4672
7798,3,Village Panchayat,179188,1,Gaurwad,गौरवाड,4788
7799,3,Village Panchayat,185156,1,Gava,गावा,4864
7800,3,Village Panchayat,188102,1,Gavadeambere,गावडेआंबेरे,4902
7801,3,Village Panchayat,191756,1,Gavadewadi,गावडेवाडी,4943
7802,3,Village Panchayat,189050,1,Gavadhoshi,गावढोशी,4919
7803,3,Village Panchayat,179089,1,Gavadi,गवदी,4787
7804,3,Village Panchayat,189051,2,Gavadi,गवडी,4914
7805,3,Village Panchayat,190228,1,Gavadi,गवडी,4923
7806,3,Village Panchayat,182108,2,Gavahli,गव्हाऴी,4828
7807,3,Village Panchayat,188776,1,Gavalewadi,गवळेवाडी,4911
7808,3,Village Panchayat,170370,1,Gavali Dhanora,गवळी धाणोरा,4671
7809,3,Village Panchayat,170371,1,Gavalishivara,गवळीशिवरा,4671
7810,3,Village Panchayat,171825,2,Gavalwadi,गवळवाडी,4687
7811,3,Village Panchayat,173238,1,Gavan,गव्हान,4708
7812,3,Village Panchayat,180984,2,Gavandgaon,गवंडगाव,4815
7813,3,Village Panchayat,183903,1,Gavandgaon,गवंडगाव,4848
7814,3,Village Panchayat,169531,1,Gavandgaon Bk.,गावंडगाव बू.,4658
7815,3,Village Panchayat,183570,3,Gavandha,गांवंध,4844
7816,3,Village Panchayat,177865,2,Gavan Sangmeshwar,गवान संगमेश्वर,4771
7817,3,Village Panchayat,171651,1,Gavanthadi,गव्हाणथडी,4685
7818,3,Village Panchayat,178221,1,Gavase,गवसे,4777
7819,3,Village Panchayat,178423,1,Gavase,गवसे,4780
7820,3,Village Panchayat,178994,1,Gavashi,गवशी,4786
7821,3,Village Panchayat,183810,1,Gavatha,गावठा,4847
7822,3,Village Panchayat,189880,1,Gavdewadi,गावडेवाडी,4921
7823,3,Village Panchayat,193488,1,Gavha,गव्हा,4968
7824,3,Village Panchayat,170491,1,Gavhali,गव्हाली,4672
7825,3,Village Panchayat,170823,3,Gavhali,गव्हली,4676
7826,3,Village Panchayat,170824,3,Gavhali Tanda,गव्हली तांडा,4676
7827,3,Village Panchayat,179557,1,Gavhan,गव्हाण,4793
7828,3,Village Panchayat,179829,1,Gavhan,गव्हाण,4796
7829,3,Village Panchayat,187086,1,Gavhan,गव्हान,4887
7830,3,Village Panchayat,188861,1,Gavhan,गव्हाण,4912
7831,3,Village Panchayat,174513,1,Gavhane,घावणे,4727
7832,3,Village Panchayat,168750,2,Gavhanewadi,गव्हानेवडी,4647
7833,3,Village Panchayat,299787,1,Gavhanipada,गव्हाणीपाडा,4726
7834,3,Village Panchayat,170177,1,Gavhankund,गव्हांनकुंड,4669
7835,3,Village Panchayat,189883,1,Gavhanwadi,गव्हाणवाडी,4921
7836,3,Village Panchayat,187613,1,Gavhe,गव्हे,4896
7837,3,Village Panchayat,188101,1,Gavkhadi,गावखडी,4902
7838,3,Village Panchayat,185289,1,Gawadewadi,गावडेवाडी,4866
7839,3,Village Panchayat,185490,1,Gawadi,गावडी,4868
7840,3,Village Panchayat,192206,2,Gawali,गवाळी,4950
7841,3,Village Panchayat,185231,1,Gawali Pimpri,गवळी पिंपरी,4865
7842,3,Village Panchayat,177936,1,Gawalipokhari,गवळीपोखरी,4774
7843,3,Village Panchayat,171241,2,Gawalwadi,गवाळवाडी,4681
7844,3,Village Panchayat,182890,1,Gawalwadi,गवळवाडी,4837
7845,3,Village Panchayat,305367,2,Gawana,गवणा,4971
7846,3,Village Panchayat,169296,1,Gawandgaon,गावंडगाव,4654
7847,3,Village Panchayat,172774,1,Gawandhala,गवंढाळा,4701
7848,3,Village Panchayat,192968,1,Gawandi,गवंडी,4961
7849,3,Village Panchayat,193797,1,Gawandi,गवंडी,4972
7850,3,Village Panchayat,171375,1,Gawandra,गावंदरा,4682
7851,3,Village Panchayat,190472,1,Gawane,गवाणे,4925
7852,3,Village Panchayat,194867,2,Gawara,गावरा,4986
7853,3,Village Panchayat,172062,1,Gawarala,गवारला,4691
7854,3,Village Panchayat,181130,1,Gawatwadi,गवतवाडी,4817
7855,3,Village Panchayat,169871,1,Gawha Farkade,गव्हा फरकाडे,4664
7856,3,Village Panchayat,193795,1,Gawhala,गळव्हा,4972
7857,3,Village Panchayat,169872,1,Gawha Nipani,गव्हा निपाणी,4664
7858,3,Village Panchayat,180576,1,Gawna,गवना,4808
7859,3,Village Panchayat,191643,1,Gayagvhan,गायगव्हाण,4941
7860,3,Village Panchayat,173993,1,Gaydongari,गायडोंगरी,4722
7861,3,Village Panchayat,172862,1,Gaykhed,गायखेड,4702
7862,3,Village Panchayat,194402,1,Gaymukhnagar,गायमुखनगर,4981
7863,3,Village Panchayat,169794,1,Gaywadi,गायवाडी,4663
7864,3,Village Panchayat,169210,1,Gazipur,गाजीपुर,4653
7865,3,Village Panchayat,174977,1,Geda,गेदा,4735
7866,3,Village Panchayat,192459,2,Gegaon,Gegaon,4952
7867,3,Village Panchayat,179090,1,Gelawade,गेलवडे,4787
7868,3,Village Panchayat,190772,4,Gele,गेळे,4930
7869,3,Village Panchayat,182151,5,Genda,गेंदा,4829
7870,3,Village Panchayat,178050,1,Georai,गेवराई,4775
7871,3,Village Panchayat,170654,1,Georai Barshi,गेवराई  बार्शी,4674
7872,3,Village Panchayat,177579,1,Georai Bazar,दुधनवाडी,4770
7873,3,Village Panchayat,170655,1,Georai Br.,गेवराई बु.,4674
7874,3,Village Panchayat,170255,4,Georai Brooke Bond,गेवराई ब्रूक बोंड,4670
7875,3,Village Panchayat,170256,2,Georai Kuber,गेवराई  कुबेर,4670
7876,3,Village Panchayat,170825,1,Georai Shemi,गेओराई शेमी,4676
7877,3,Village Panchayat,192105,2,Gerase,गेरसे,4948
7878,3,Village Panchayat,170743,1,Gevrai (Gu),गेवराई (गु),4675
7879,3,Village Panchayat,170744,1,Gevrai Payga,गेवराई पयगा,4675
7880,3,Village Panchayat,173994,1,Gewara Buj,गेवरा बुज.,4722
7881,3,Village Panchayat,173995,1,Gewara Khard,गेवरा खुर्द,4722
7882,3,Village Panchayat,175100,1,Gewardha,गेवर्धा,4738
7883,3,Village Panchayat,168052,1,Gewrai,गौराई,4640
7884,3,Village Panchayat,188934,2,Ghabakwadi,घबकवाडी,4913
7885,3,Village Panchayat,169796,1,Ghada,घडा,4663
7886,3,Village Panchayat,185382,1,Ghadagewadi,घाडगेवाडी,4867
7887,3,Village Panchayat,189376,1,Ghadagewadi,घाडगेवाडी,4916
7888,3,Village Panchayat,237420,2,Ghadagewadi,घाडगेवाडी,4918
7889,3,Village Panchayat,190081,1,Ghadge Mala,घाडगेमळा,4922
7890,3,Village Panchayat,190082,1,Ghadgewadi,घाडगेवाडी,4922
7891,3,Village Panchayat,173661,2,Ghadoli,घडोली,4715
7892,3,Village Panchayat,184684,1,Ghadoli,घाडोळी,4858
7893,3,Village Panchayat,176677,1,Ghadwel,घाडवेल,4759
7894,3,Village Panchayat,184685,2,Ghagara,घांगरा,4858
7895,3,Village Panchayat,181309,1,Ghagardara,घागरदरा,4819
7896,3,Village Panchayat,188775,2,Ghagarewadi,घागरेवाडी,4911
7897,3,Village Panchayat,171376,1,Ghagarwada,घागरवाडा,4682
7898,3,Village Panchayat,170987,1,Ghaigaon,घाईगाव,4678
7899,3,Village Panchayat,171652,2,Ghalatwadi,घळाटवाडी,4685
7900,3,Village Panchayat,179186,1,Ghalwad,घालवाड,4788
7901,3,Village Panchayat,305857,1,Ghamapur,घमापूर,4983
7902,3,Village Panchayat,189881,1,Ghanabi,घाणबी,4921
7903,3,Village Panchayat,188315,1,Ghanand,घानंद,4904
7904,3,Village Panchayat,189882,1,Ghanav,घाणव,4921
7905,3,Village Panchayat,178770,1,Ghanawade,घानवाडे,4784
7906,3,Village Panchayat,168168,1,Ghanegaon,घानेगाव,4641
7907,3,Village Panchayat,170372,2,Ghanegaon,घानेगाव,4671
7908,3,Village Panchayat,172775,1,Ghanegaon,घाणेगांव,4701
7909,3,Village Panchayat,177785,1,Ghanegaon,घानेगांव,4772
7910,3,Village Panchayat,183182,1,Ghanegaon,घाणेगाव,4840
7911,3,Village Panchayat,191029,1,Ghanegaon,घाणेगांव,4934
7912,3,Village Panchayat,170903,2,Ghanegaon Tanda,घानेगाव तांडा,4677
7913,3,Village Panchayat,187787,1,Ghanekhunt,घाणेखुंट,4898
7914,3,Village Panchayat,177937,1,Ghanewadi,घानेवाडी,4774
7915,3,Village Panchayat,185938,1,Ghangaldare,घंघाळदरे,4872
7916,3,Village Panchayat,177866,1,Ghankheda,घानखेडा,4773
7917,3,Village Panchayat,176510,1,Ghankhede,घानखेडा,4757
7918,3,Village Panchayat,173902,1,Ghanoti Tukum,घनोटी तुकूम,4720
7919,3,Village Panchayat,179828,1,Ghansargaon,घनसरगाव,4796
7920,3,Village Panchayat,183564,1,Ghanshet,घनशेत,4844
7921,3,Village Panchayat,188612,1,Ghanwad,घनवाद,4908
7922,3,Village Panchayat,187940,1,Gharadi,घराडी,4900
7923,3,Village Panchayat,189205,1,Gharalwadi,घराळवाडी,4915
7924,3,Village Panchayat,181236,1,Gharapur,घारापूर,4818
7925,3,Village Panchayat,187437,1,Gharapuri,घारापुरी,4894
7926,3,Village Panchayat,180227,3,Gharatwada,घरातवाडा,4803
7927,3,Village Panchayat,176881,1,Ghardi,घार्डी,4762
7928,3,Village Panchayat,170257,4,Ghardon,घारदोन,4670
7929,3,Village Panchayat,170656,1,Gharegaon,घारेगाव,4674
7930,3,Village Panchayat,170258,2,Gharegaon Ektuni,घरेगाव एकुतुनी,4670
7931,3,Village Panchayat,170259,1,Gharegaon Pimpri,घरेगाव पिंपरी,4670
7932,3,Village Panchayat,194336,1,Gharephal,घारेफळ,4980
7933,3,Village Panchayat,189206,1,Gharewadi,घारेवाडी,4915
7934,3,Village Panchayat,168516,1,Ghargaon,घरगाव,4645
7935,3,Village Panchayat,168751,1,Ghargaon,घारगाव,4647
7936,3,Village Panchayat,174833,1,Ghargaon,घारगाव,4732
7937,3,Village Panchayat,184060,1,Ghargaon,घारगाव,4850
7938,3,Village Panchayat,184363,1,Ghargaon,घारगाव,4854
7939,3,Village Panchayat,191147,1,Ghargaon,घारगाव,4935
7940,3,Village Panchayat,171242,1,"Ghargaon, Sultanpur","घरगाव, सुलतानपुर",4681
7941,3,Village Panchayat,167873,1,Ghari,घरी,4638
7942,3,Village Panchayat,191030,1,Ghari,घारी,4934
7943,3,Village Panchayat,179452,1,Gharni,घरणी,4791
7944,3,Village Panchayat,191468,1,Gharniki,घरनिकी,4938
7945,3,Village Panchayat,172776,2,Gharod,घारोड,4701
7946,3,Village Panchayat,179453,1,Gharola,घारोळा,4791
7947,3,Village Panchayat,178882,2,Gharpan,घरपण,4785
7948,3,Village Panchayat,193798,1,Gharphal,घारफळ,4972
7949,3,Village Panchayat,171877,2,Ghashil Pargaon,घशील पारगाव,4688
7950,3,Village Panchayat,182152,3,Ghatali,घाटली,4829
7951,3,Village Panchayat,170826,1,Ghatambri,घतंबरी,4676
7952,3,Village Panchayat,194788,1,Ghatana,घाटणा,4985
7953,3,Village Panchayat,191265,2,Ghatane,घाटणे,4936
7954,3,Village Panchayat,191548,1,Ghatane,घाटणे,4939
7955,3,Village Panchayat,184270,1,Ghatangari,घाटग्री,4853
7956,3,Village Panchayat,184589,1,Ghatangra,घांटनगरा,4857
7957,3,Village Panchayat,182109,1,Ghatani,घंटाणी,4828
7958,3,Village Panchayat,172977,1,Ghatbori,घाटबोरी,4704
7959,3,Village Panchayat,175552,1,Ghatbori (Ko),घाटबोरी को,4746
7960,3,Village Panchayat,175553,1,Ghatbori (Te.),घाटबोरी ते,4746
7961,3,Village Panchayat,189377,2,Ghatdare,घाटदरे,4916
7962,3,Village Panchayat,175554,1,Ghategaon,घटेगाव,4746
7963,3,Village Panchayat,171555,1,Ghatewadi,घाटेवाडी,4684
7964,3,Village Panchayat,167590,1,Ghatghar,घाटघर,4635
7965,3,Village Panchayat,185939,1,Ghatghar,घाटघर,4872
7966,3,Village Panchayat,175101,1,Ghati,घाटी,4738
7967,3,Village Panchayat,188204,1,Ghativale,घाटिवळे,4903
7968,3,Village Panchayat,237080,2,"Ghatjawala, Walipur",घातलजवाला  वलीपूर,4681
7969,3,Village Panchayat,193870,1,Ghatkinhi,घाटकीन्ही,4973
7970,3,Village Panchayat,173903,1,Ghatkul,घाटकुळ,4720
7971,3,Village Panchayat,175669,1,Ghatkuroda,घाटकुरोडा,4748
7972,3,Village Panchayat,169684,1,Ghatladki,घाट लाडकी,4661
7973,3,Village Panchayat,188545,1,Ghatnandare,घाटनांद्रे,4907
7974,3,Village Panchayat,170827,1,Ghatnandra,घटनंदरा,4676
7975,3,Village Panchayat,172515,1,Ghatnandra,घाटनांद्रा,4697
7976,3,Village Panchayat,172978,1,Ghatnandra,घाटनांद्रा,4704
7977,3,Village Panchayat,183984,2,Ghatnandur,घाटनांदूर,4849
7978,3,Village Panchayat,237001,1,Ghatnandur,घाटनांदुर,4679
7979,3,Village Panchayat,194404,1,Ghatodi,घाटोडी,4981
7980,3,Village Panchayat,184525,1,Ghatpimpri,घाटपिंपरी,4856
7981,3,Village Panchayat,171164,1,Ghat Pimpri,घाट पिंपरी,4680
7982,3,Village Panchayat,172777,1,Ghatpuri,घाटपुरी,4701
7983,3,Village Panchayat,180577,1,Ghatrohna,घाटरोहन,4808
7984,3,Village Panchayat,237081,2,"Ghatsawali, Bakarwadi","घॅत्सावली, बाकारवाडी",4681
7985,3,Village Panchayat,192896,1,Ghatsawli,घाटसावली,4960
7986,3,Village Panchayat,170492,1,Ghatshendra,घाटशेंद्रा,4672
7987,3,Village Panchayat,168284,1,Ghatshiras,घातशिरस,4642
7988,3,Village Panchayat,175207,1,Ghattemni,घत्तेमनी,4741
7989,3,Village Panchayat,186829,1,Ghavarekond,घावरेकोंड,4883
7990,3,Village Panchayat,189698,1,Ghavari,घावरी,4919
7991,3,Village Panchayat,190640,6,Ghavnale,घावनाळे,4928
7992,3,Village Panchayat,187788,1,Ghera Palgad,घेरार साळगड,4898
7993,3,Village Panchayat,186414,3,Ghera Pu.*,घेरापुरंधर,4877
7994,3,Village Panchayat,187789,1,Ghera Rasalgad,घेरा पालगड,4898
7995,3,Village Panchayat,185716,3,Gherasinhagad,घेरासिंहगड,4870
7996,3,Village Panchayat,191644,1,Gherdi,घेरडी,4941
7997,3,Village Panchayat,177938,1,Ghetuli,घेटुळी,4774
7998,3,Village Panchayat,184686,1,Ghewanda,घेवंडा,4858
7999,3,Village Panchayat,189593,1,Ghigewadi,घिगेवाडी,4918
8000,3,Village Panchayat,192539,2,Ghimania,घिमाणिया,4953
8001,3,Village Panchayat,188316,1,Ghirniki,घीरंकी,4904
8002,3,Village Panchayat,172918,2,Ghirni Pc,घीर्णी पक,4703
8003,3,Village Panchayat,186588,2,Ghisar,घिसर,4879
8004,3,Village Panchayat,192328,2,Ghivali,घिवली,4951
8005,3,Village Panchayat,192065,2,Ghivanda,घिवंडा,4947
8006,3,Village Panchayat,175409,1,Ghiwari,घिवरी,4744
8007,3,Village Panchayat,176096,1,Ghoda,घोडा,4752
8008,3,Village Panchayat,184846,1,Ghoda,घोडा,4860
8009,3,Village Panchayat,194281,1,Ghodadara,घोडादरा,4979
8010,3,Village Panchayat,174367,1,Ghodade,घोडदे,4726
8011,3,Village Panchayat,181310,1,Ghodaj,घोडज,4819
8012,3,Village Panchayat,169532,1,Ghodajgaon,घोडजगाव,4658
8013,3,Village Panchayat,183746,1,Ghodambe,घोडंबे,4846
8014,3,Village Panchayat,174637,1,Ghodasgaon,घोडसगांव,4728
8015,3,Village Panchayat,177051,1,Ghodasgaon,घोडसगांव,4764
8016,3,Village Panchayat,191757,1,Ghodatanda (Nv),घोडातांडा,4943
8017,3,Village Panchayat,188205,1,Ghodavali,घोडवली,4903
8018,3,Village Panchayat,169797,1,Ghodchandi,घोडचंदी,4663
8019,3,Village Panchayat,167720,1,Ghodegaon,घोडेगांव,4636
8020,3,Village Panchayat,168055,1,Ghodegaon,घोडेगाव,4640
8021,3,Village Panchayat,168752,1,Ghodegaon,घोडेगाव,4647
8022,3,Village Panchayat,169350,1,Ghodegaon,घोडेगाव,4655
8023,3,Village Panchayat,169413,1,Ghodegaon,घोड़गाव,4656
8024,3,Village Panchayat,170373,1,Ghodegaon,घोडेगाव,4671
8025,3,Village Panchayat,170591,1,Ghodegaon,घोडेगाव,4673
8026,3,Village Panchayat,176572,1,Ghodegaon,घोडेगाव,4758
8027,3,Village Panchayat,177939,1,Ghodegaon,घोडेगांव,4774
8028,3,Village Panchayat,183183,1,Ghodegaon,घोडेगाव,4840
8029,3,Village Panchayat,185290,2,Ghodegaon,घोदेगाव,4866
8030,3,Village Panchayat,180077,1,Ghodeghat,घोडेघाट,4800
8031,3,Village Panchayat,191549,1,Ghodeshwar,घोडेश्र्वर,4939
8032,3,Village Panchayat,173996,1,Ghodewahi,घोडेवाही,4722
8033,3,Village Panchayat,172121,1,Ghodezari,घोडेझारी,4692
8034,3,Village Panchayat,176678,1,Ghodgaon,घोडगाव,4759
8035,3,Village Panchayat,170000,1,Ghodgavhan,घोदगव्हण,4666
8036,3,Village Panchayat,182337,1,Ghodjamne,घॊडजामणे,4831
8037,3,Village Panchayat,194790,1,Ghodkhindi,घोडखिंडी,4985
8038,3,Village Panchayat,173393,1,Ghodpeth,घोडपेठ,4711
8039,3,Village Panchayat,167591,1,Ghodsarwadi,घोडसरवाडी,4635
8040,3,Village Panchayat,182338,1,Ghogal,घॊगळ,4831
8041,3,Village Panchayat,182205,1,Ghogalgaon,घोगलगाव,4830
8042,3,Village Panchayat,180447,1,Ghogali,घोगली,4806
8043,3,Village Panchayat,188730,1,Ghogaon,घोगाव,4910
8044,3,Village Panchayat,189207,1,Ghogaon,घोगांव,4915
8045,3,Village Panchayat,168054,1,Ghogargaon,घोगरगाव,4640
8046,3,Village Panchayat,168753,1,Ghogargaon,घोग्रजगाव,4647
8047,3,Village Panchayat,181431,1,Ghogarwadi,घोगरवाडी,4820
8048,3,Village Panchayat,171878,1,Ghogas Pargaon,घेागास पारगाव,4688
8049,3,Village Panchayat,175670,1,Ghogra,घोगरा,4748
8050,3,Village Panchayat,180506,1,Ghogra,घोगरा,4807
8051,3,Village Panchayat,181131,1,Ghogri,घोगरी,4817
8052,3,Village Panchayat,194282,1,Ghoguldara,घोगुलदारा,4979
