PRI Local bodies of Maharashtra (State Code: 27) State,,,,,,,
S.No.,Localbody Type Code,Localbody Type Name,Localbody Code,Localbody Version,Localbody Name (In English),Localbody Name (In Local),Parent Localbody Code
11694,3,Village Panchayat,184599,1,Kasarwadi,कासारवाडी,4857
11695,3,Village Panchayat,191052,1,Kasarwadi,कासारवाडी,4934
11696,3,Village Panchayat,189759,2,Kasarwadi (Aandhali),कासारवाडी,4920
11697,3,Village Panchayat,177514,1,Kasarwadi (Narayangaon),कसरवाडी (नारायणगाव),4769
11698,3,Village Panchayat,171753,2,Kasarwadi (Parli),कासारवाडी,4686
11699,3,Village Panchayat,171787,2,Kasarwadi (Ramewadi),कासारवाडी (रामेवाडी),4686
11700,3,Village Panchayat,192070,4,Kasatwadi,कासटवाडी,4947
11701,3,Village Panchayat,177404,1,Kasava,कासवे,4768
11702,3,Village Panchayat,189705,1,Kasavand,कासवंड,4919
11703,3,Village Panchayat,176965,1,Kasbapimpri,कसबा पिंप्री,4763
11704,3,Village Panchayat,189020,1,Kasbe Bamanoli,कसबे बामणोली,4914
11705,3,Village Panchayat,176114,1,Kasbedhawnd,कसबेधावंड,4752
11706,3,Village Panchayat,169544,1,Kasbegavhan,कसबेगाव्हण,4658
11707,3,Village Panchayat,184325,1,Kasbe Tadwale,कसबे तडवळे,4853
11708,3,Village Panchayat,182908,3,Kasbewani,कसबे वणी,4837
11709,3,Village Panchayat,188221,1,Kase,कासे,4903
11710,3,Village Panchayat,188950,1,Kasegaon,कासेगाव,4913
11711,3,Village Panchayat,191771,2,Kasegaon,कासेगांव,4943
11712,3,Village Panchayat,237352,1,Kasegaon,कासेगांव,4940
11713,3,Village Panchayat,192219,2,Kasgaon,कासगाव,4950
11714,3,Village Panchayat,192654,2,Kasghar,कासघर,4956
11715,3,Village Panchayat,184205,1,Kasgi,कसगी,4852
11716,3,Village Panchayat,191835,2,Kasgoan,कासगाव,4944
11717,3,Village Panchayat,186236,1,Kashal,कशाळ,4874
11718,3,Village Panchayat,187802,1,Kashedi,कशेडी,4898
11719,3,Village Panchayat,186721,2,Kashele,कशेळे,4881
11720,3,Village Panchayat,188012,1,Kasheli,कशेळी,4901
11721,3,Village Panchayat,188117,2,Kasheli,कशेळी,4902
11722,3,Village Panchayat,191894,2,Kasheli,कशेळी,4945
11723,3,Village Panchayat,187053,2,Kashid,चोरढे,4886
11724,3,Village Panchayat,171571,1,Kashidwadi,काशिदवाडी,4684
11725,3,Village Panchayat,190098,1,Kashidwadi,काशिदवाडी,4922
11726,3,Village Panchayat,186336,2,Kashig,काशिंग,4875
11727,3,Village Panchayat,169885,1,Kashikhed,काशिखेड,4664
11728,3,Village Panchayat,190252,1,Kashil,काशिळ,4923
11729,3,Village Panchayat,299550,2,Kashilingeshwar Nagar,काशिलिंगेश्वर नगर,4794
11730,3,Village Panchayat,184936,1,Kashtegaon,कास्टेगाव,4861
11731,3,Village Panchayat,168761,1,Kashti,कष्टी,4647
11732,3,Village Panchayat,183199,1,Kashti,काष्टी,4840
11733,3,Village Panchayat,192158,2,Kashti,काष्टी,4949
11734,3,Village Panchayat,188410,1,Kaslingwadi,कासलिंगवाडी,4905
11735,3,Village Panchayat,174986,1,Kasnsur,कसनसूर,4735
11736,3,Village Panchayat,170838,1,Kasod,कासोड,4676
11737,3,Village Panchayat,170382,1,Kasoda,कसोडा,4671
11738,3,Village Panchayat,176826,1,Kasoda,कासोदा,4761
11739,3,Village Panchayat,193421,1,Kasola,कासोळा,4967
11740,3,Village Panchayat,194226,1,Kasola,कासोला,4978
11741,3,Village Panchayat,179962,1,Kasral,कसराळ,4798
11742,3,Village Panchayat,190586,1,Kasral,कासरल,4927
11743,3,Village Panchayat,180931,4,Kasrali,कसराली,4814
11744,3,Village Panchayat,184140,1,Kasti (Bk),कास्‍ती बु.,4851
11745,3,Village Panchayat,184141,1,Kasti (Kd),कास्‍ती खुर्द,4851
11746,3,Village Panchayat,169483,2,Kastura Mogra,कसतूरा मोगरा,4657
11747,3,Village Panchayat,177589,1,Kasturwadi,कस्तुरवाडी,4770
11748,3,Village Panchayat,187185,1,Kasu,कासू,4888
11749,3,Village Panchayat,169066,1,Kasura,कासुरा,4651
11750,3,Village Panchayat,185642,3,Kasurdi,कासूर्डी,4869
11751,3,Village Panchayat,185518,1,Kasurdi Guma,कासुर्डी  गुमा,4868
11752,3,Village Panchayat,185519,1,Kasurdi K. B,कासुर्डी खेबा,4868
11753,3,Village Panchayat,190588,1,Kasvan-Talavade,कसवण तळवडे,4927
11754,3,Village Panchayat,174773,1,Kasvi,कासवी,4730
11755,3,Village Panchayat,170667,1,Kaswsan,कावसान,4674
11756,3,Village Panchayat,193657,1,Kata,काटा,4970
11757,3,Village Panchayat,191895,3,Katai,काटई,4945
11758,3,Village Panchayat,180252,1,Katalabodi,काटलाबोडी,4803
11759,3,Village Panchayat,189471,1,Katalagewadi,कातळगेवाडी,4917
11760,3,Village Panchayat,167606,1,Katalapur,खटलापुर,4635
11761,3,Village Panchayat,173740,2,Katalbodi,काटलबोडी,4717
11762,3,Village Panchayat,192343,2,Katale,काटाळे,4951
11763,3,Village Panchayat,179103,1,Katalewadi,कातळेवाडी,4787
11764,3,Village Panchayat,178284,1,Katali / Lakhamapur,कतली   लखमपूर,4778
11765,3,Village Panchayat,175106,2,Katalwada,कातलवाडा,4738
11766,3,Village Panchayat,168187,1,Katalwedha,कतालवेडे,4641
11767,3,Village Panchayat,169484,1,Kat Amla,काट आमला,4657
11768,3,Village Panchayat,172351,1,Katangdhara,कातंग्धरा,4695
11769,3,Village Panchayat,175505,1,Katangi (Bz.),कतंगी बुझ,4745
11770,3,Village Panchayat,175420,1,Katangikala,कतंगीताला,4744
11771,3,Village Panchayat,175419,1,Katangtola,कतंगटोला,4744
11772,3,Village Panchayat,186337,1,Katarkhadak,कातरखडक,4875
11773,3,Village Panchayat,189472,1,Katarkhatav,कातरखटाव,4917
11774,3,Village Panchayat,183908,1,Katarni,कातरणी,4848
11775,3,Village Panchayat,182764,1,Katarwadi,कातरवाडी,4835
11776,3,Village Panchayat,305221,1,Katarwadi,कातरवाडी,4978
11777,3,Village Panchayat,188222,1,Katavali,काटवली,4903
11778,3,Village Panchayat,189069,1,Katavali,काटवली,4914
11779,3,Village Panchayat,182116,2,Katawani,खटवाणी,4828
11780,3,Village Panchayat,171446,1,Katchincholi,कटचिंचोली,4683
11781,3,Village Panchayat,172209,2,Katebamhani,कतेबामहनी,4693
11782,3,Village Panchayat,178901,1,Kate Bhogaon,काटे भोगाव,4785
11783,3,Village Panchayat,185957,1,Katede,कोतेडे,4872
11784,3,Village Panchayat,179640,3,Kategaon,काटेगाव,4794
11785,3,Village Panchayat,191053,1,Kategaon,काटेगाव,4934
11786,3,Village Panchayat,179751,1,Katejawalga,काटेजवळगा,4795
11787,3,Village Panchayat,173191,1,Katel,काटेल,4707
11788,3,Village Panchayat,170383,1,Katepimpalgaon,काटेपिंपळगाव,4671
11789,3,Village Panchayat,182655,1,Katerwel,कातरवेल,4834
11790,3,Village Panchayat,187237,1,Katetali,काटेतळी,4889
11791,3,Village Panchayat,184375,1,Katewadi,काटेवाडी,4854
11792,3,Village Panchayat,185397,1,Katewadi,काटेवाडी,4867
11793,3,Village Panchayat,189473,1,Katewadi,काटेवाडी,4917
11794,3,Village Panchayat,191559,1,Katewadi,कातेवाडी,4939
11795,3,Village Panchayat,299782,1,Katewadi,काटेवाडी,4682
11796,3,Village Panchayat,174935,1,Katezari,कातेझरी,4734
11797,3,Village Panchayat,191656,1,Katfal,कटफऴ,4941
11798,3,Village Panchayat,184467,3,Katgaon,काटगाव,4855
11799,3,Village Panchayat,189474,2,Katgun,कटगुण,4917
11800,3,Village Panchayat,178063,1,Kathala Bk.,कठाळा बु.,4775
11801,3,Village Panchayat,178064,1,Kathala Kh.,काठाला खु,4775
11802,3,Village Panchayat,245306,1,Kathale,काताऴे,4897
11803,3,Village Panchayat,176479,1,Kathaore Bk,कठोरे बु.,4756
11804,3,Village Panchayat,189612,1,Kathapur,कठापुर,4918
11805,3,Village Panchayat,185302,1,Kathapur Bk.,काठापुर बुः,4866
11806,3,Village Panchayat,186521,1,Kathapur Kh.,काठापूर खुर्द,4878
11807,3,Village Panchayat,183102,1,Kathare Diger,काठरे दिगर,4839
11808,3,Village Panchayat,183466,8,Kathargaon,काथरगाव,4843
11809,3,Village Panchayat,180998,1,Kathewadi,काठेवाडी,4815
11810,3,Village Panchayat,182114,1,Kathi,काठी,4828
11811,3,Village Panchayat,189921,1,Kathi,काठी,4921
11812,3,Village Panchayat,183756,1,Kathipada,कथीपाडा,4846
11813,3,Village Panchayat,171264,1,Kathoda,काथोडा,4681
11814,3,Village Panchayat,171445,2,Kathoda,काठोडा,4683
11815,3,Village Panchayat,175768,1,Kathoda,काठोडा,4749
11816,3,Village Panchayat,193732,1,Kathoda,काठोडा,4971
11817,3,Village Panchayat,194150,2,Kathoda,काठोडा,4977
11818,3,Village Panchayat,175769,1,Kathoda Tanda,काठोडा तांडा,4749
11819,3,Village Panchayat,173247,1,Kathora,कठोरा,4708
11820,3,Village Panchayat,176890,1,Kathora,कठोरा,4762
11821,3,Village Panchayat,177680,1,Kathora Bazar,काथोरा बाजार,4771
11822,3,Village Panchayat,169485,1,Kathora Bk.,कठोरा बु.,4657
11823,3,Village Panchayat,177681,1,Kathora Jainpur,काथोरा जैनपुर,4771
11824,3,Village Panchayat,169486,1,Kathora Khurd,कठोरा  खुर्द,4657
11825,3,Village Panchayat,176684,1,Kathore,कठोरे,4759
11826,3,Village Panchayat,176480,1,Kathore Kh.,कठोरे खु.,4756
11827,3,Village Panchayat,170189,1,Kati,कटी,4669
11828,3,Village Panchayat,172210,1,Kati,कटी,4693
11829,3,Village Panchayat,173131,1,Kati,काटी,4706
11830,3,Village Panchayat,175421,1,Kati,काटी,4744
11831,3,Village Panchayat,184468,1,Kati,काटी,4855
11832,3,Village Panchayat,185839,1,Kati,काटी,4871
11833,3,Village Panchayat,193949,1,Kati,काटी,4974
11834,3,Village Panchayat,168939,1,Katipati,कटी पाटी,4649
11835,3,Village Panchayat,181332,1,Katkalamba,काटकळंबा,4819
11836,3,Village Panchayat,171097,1,Katkarwadi,काटकरवाडी,4679
11837,3,Village Panchayat,184600,1,Katkarwadi,काटरकरवाडी,4857
11838,3,Village Panchayat,169136,1,Katkhed,कातखेड,4652
11839,3,Village Panchayat,177491,1,Katkheda,कातखेडा,4769
11840,3,Village Panchayat,194432,1,Katkheda,काटखेडा,4981
11841,3,Village Panchayat,169762,1,Katkhumbh,काटकुंभ,4662
11842,3,Village Panchayat,169949,1,Katkhumbh,कटखुंभ,4665
11843,3,Village Panchayat,175025,1,Katli,काटली,4736
11844,3,Village Panchayat,185098,1,Katneshwar,कांतेश्वर,4863
11845,3,Village Panchayat,172602,1,Katoda,काटोडा,4698
11846,3,Village Panchayat,185403,1,Katphal,कटफळ,4867
11847,3,Village Panchayat,170004,1,Katpur,काटपुर,4666
11848,3,Village Panchayat,170670,1,Katpur,कातपुर,4674
11849,3,Village Panchayat,179641,1,Katpur,कातपुर,4794
11850,3,Village Panchayat,301741,1,Katra,कात्रा,4829
11851,3,Village Panchayat,184376,1,Katrabad,कात्राबाद,4854
11852,3,Village Panchayat,168441,1,Katrad,कात्राद,4644
11853,3,Village Panchayat,191163,1,Katraj,कात्रज,4935
11854,3,Village Panchayat,191481,1,Katralkarjal,कात्राळकर्जाळ,4938
11855,3,Village Panchayat,187629,1,Katran,कत्रान,4896
11856,3,Village Panchayat,182154,2,Katri,कात्री,4829
11857,3,Village Panchayat,184469,1,Katri,कात्री,4855
11858,3,Village Panchayat,192908,1,Katri,कात्री,4960
11859,3,Village Panchayat,194075,2,Katri,कात्री,4976
11860,3,Village Panchayat,187508,1,Katroli,कात्रोली,4895
11861,3,Village Panchayat,170005,1,Katsur,कात्सूर,4666
11862,3,Village Panchayat,180635,1,Katta,कट्टा,4809
11863,3,Village Panchayat,236893,2,Katta,कट्टा,4925
11864,3,Village Panchayat,175215,1,Kattipar,कटटीपार,4741
11865,3,Village Panchayat,172283,1,Katurli,कतुरली,4694
11866,3,Village Panchayat,175216,1,Katurli,कातुर्ली,4741
11867,3,Village Panchayat,186599,1,Katvadi,कातवडी,4879
11868,3,Village Panchayat,305275,1,Katvadi Budruk,कातवडी बुद्रुक,4923
11869,3,Village Panchayat,190717,6,Katwad,कातवड,4929
11870,3,Village Panchayat,189920,2,Katwadi,कातवडी,4921
11871,3,Village Panchayat,173363,1,Katwali,काटवली,4710
11872,3,Village Panchayat,173403,1,Katwal Tukum,काटवल तुकूम,4711
11873,3,Village Panchayat,190479,2,Katwan,काटवा,4925
11874,3,Village Panchayat,173804,1,Katwan Chak,काटवन चक,4718
11875,3,Village Panchayat,237092,1,Katwatwadi,कट्वतवदी,4681
11876,3,Village Panchayat,168905,1,Katyar,कट्यार,4649
11877,3,Village Panchayat,177492,2,Kauchalwadi,कुचलवाडी,4769
11878,3,Village Panchayat,170132,1,Kaudanyapur,कौडन्यापूर,4668
11879,3,Village Panchayat,167728,1,Kaudgaon,कोदगांव,4636
11880,3,Village Panchayat,167974,2,Kaudgaon,कुदगाव,4639
11881,3,Village Panchayat,168302,1,Kaudgaon,कौद्गाव,4642
11882,3,Village Panchayat,170671,1,Kaudgaon,कौडगाव,4674
11883,3,Village Panchayat,181585,1,Kaudgaon,काैडगाव,4821
11884,3,Village Panchayat,182069,1,Kaudgaon,कौडगाव,4827
11885,3,Village Panchayat,184377,1,Kaudgaon,कौडगाव,4854
11886,3,Village Panchayat,184601,1,Kaudgaon,कौडगाव,4857
11887,3,Village Panchayat,184939,1,Kaudgaon,खुद गाव,4861
11888,3,Village Panchayat,185104,1,Kaudgaon,कौंद गाव,4863
11889,3,Village Panchayat,194227,1,Kaudgaon,कौडगांव,4978
11890,3,Village Panchayat,184286,2,Kaudgaon (Bavi),कौडगाव बावी,4853
11891,3,Village Panchayat,184702,1,Kaudgaon Bk,कुदगाव बु.,4858
11892,3,Village Panchayat,171755,1,Kaudgaon Ghoda,कोडगाव घोडा,4686
11893,3,Village Panchayat,171756,1,Kaudgaon Huda,कोडगाव हुडा,4686
11894,3,Village Panchayat,171757,1,Kaudgaon Sabla,कोडगाव साबळा,4686
11895,3,Village Panchayat,178461,3,Kaulage,कौलगे,4780
11896,3,Village Panchayat,183200,1,Kaulane (Ga),कौळाणे गा.,4840
11897,3,Village Panchayat,183201,2,Kaulane (Ni),कौळाणे नि.,4840
11898,3,Village Panchayat,179008,1,Kaulav,कौलव,4786
11899,3,Village Panchayat,188868,1,Kaulge,कौलगी,4912
11900,3,Village Panchayat,261579,1,Kauli,कुळी,4828
11901,3,Village Panchayat,179963,1,Kaulkhed,कौळखेड,4798
11902,3,Village Panchayat,168906,1,Kaulkhed Gomase,कौलखेड  गोमसे,4649
11903,3,Village Panchayat,168907,3,Kaulkhed Jh,कौलखेड  जः,4649
11904,3,Village Panchayat,168545,1,Kaunchi,कौंची,4645
11905,3,Village Panchayat,170672,1,Kaunder,कौंदर,4674
11906,3,Village Panchayat,187713,1,Kaundharkalsud,कौढरकाऴसूर,4897
11907,3,Village Panchayat,187520,1,Kaundhar Tamhane,कौधुर ताम्हाने,4895
11908,3,Village Panchayat,184703,1,Kausadi,कौसाडी,4858
11909,3,Village Panchayat,168072,1,Kautha,कौता,4640
11910,3,Village Panchayat,168762,1,Kautha,कौठा,4647
11911,3,Village Panchayat,181333,2,Kautha,कौठा,4819
11912,3,Village Panchayat,193733,1,Kautha Bazar,कौठा बाजार,4971
11913,3,Village Panchayat,185643,1,Kauthadi,कौठडी,4869
11914,3,Village Panchayat,181246,3,Kautha (J),कौठा ज,4818
11915,3,Village Panchayat,174227,1,Kauthal,कौठळ,4725
11916,3,Village Panchayat,171754,2,Kauthali,कौटळी,4686
11917,3,Village Panchayat,305274,1,Kauthali Tanda,कौठळी तांडा,4686
11918,3,Village Panchayat,182463,2,Kauthal Sa,कौठळ  सा,4832
11919,3,Village Panchayat,182462,2,Kauthal Sh,कौठळ  श,4832
11920,3,Village Panchayat,168546,1,Kauthe Budruk,कौते बुद्रुक,4645
11921,3,Village Panchayat,168547,1,Kauthe Dhandarphal,कौते धंडरफाळ,4645
11922,3,Village Panchayat,168548,1,Kauthe Kamaleshwar,कौते कमलेश्वर,4645
11923,3,Village Panchayat,168549,1,Kauthe Khurd,कौते खुर्द,4645
11924,3,Village Panchayat,168550,1,Kauthe Malkapur,कौते मल्कपूर,4645
11925,3,Village Panchayat,188324,1,Kautholi,कौथोळी,4904
11926,3,Village Panchayat,167607,1,Kauthwadi,कुंठवाडी,4635
11927,3,Village Panchayat,237353,1,Kautuali,कौतुअलि,4940
11928,3,Village Panchayat,189922,1,Kavadewadi,कवडेवाडी,4921
11929,3,Village Panchayat,187888,1,Kavadi,खावडी,4899
11930,3,Village Panchayat,189070,1,Kavadi,कावडी,4914
11931,3,Village Panchayat,187630,1,Kavadoli,कवडोली,4896
11932,3,Village Panchayat,187803,1,Kavale,कावळे,4898
11933,3,Village Panchayat,180999,1,Kavalgadda,कावळगडडा,4815
11934,3,Village Panchayat,178556,1,Kavalikatti,कळविकट्टी,4781
11935,3,Village Panchayat,178791,1,Kavane,कावणे,4784
11936,3,Village Panchayat,176233,1,Kavardari,कवरदरी,4753
11937,3,Village Panchayat,179196,1,Kavatesar,कवठेसार,4788
11938,3,Village Panchayat,189242,2,Kavathe,कवठे,4915
11939,3,Village Panchayat,189385,2,Kavathe,कवठे,4916
11940,3,Village Panchayat,188869,1,Kavathe Akand,कवठे एकंद,4912
11941,3,Village Panchayat,179197,1,Kavathe Guland,कवठेगुलंद,4788
11942,3,Village Panchayat,189280,1,Kavathe Navin,नवीन कवठे,4915
11943,3,Village Panchayat,190652,4,Kavathi,कवठी,4928
11944,3,Village Panchayat,179642,1,Kavha,कव्हा,4794
11945,3,Village Panchayat,172603,1,Kavhala,कव्हळा,4698
11946,3,Village Panchayat,191058,1,Kavhe,कव्हे,4934
11947,3,Village Panchayat,191273,1,Kavhe,कव्हे,4936
11948,3,Village Panchayat,184705,1,Kavi,कावी,4858
11949,3,Village Panchayat,186664,1,Kavir,कावीर,4880
11950,3,Village Panchayat,191164,1,Kavitgaon,कविटगाव,4935
11951,3,Village Panchayat,245361,3,Kavitha Bk.,कविठा बु.,4656
11952,3,Village Panchayat,173944,1,Kavithpeth,कवितपेठ,4721
11953,3,Village Panchayat,171006,1,Kavitkheda,कावितखेदा,4678
11954,3,Village Panchayat,188680,1,Kavjikhotwadi,कावजीखोतवाडी,4909
11955,3,Village Panchayat,188681,1,Kavlapur,कवलापूर,4909
11956,3,Village Panchayat,176347,1,Kavpimpri,कावपिंपरी,4754
11957,3,Village Panchayat,176772,1,Kavthal,कवठळ,4760
11958,3,Village Panchayat,190778,5,Kavthani,कवठणी,4930
11959,3,Village Panchayat,191896,2,Kawad,कवाड,4945
11960,3,Village Panchayat,176115,1,Kawada,कवडा,4752
11961,3,Village Panchayat,184704,1,Kawada,कावाडा,4858
11962,3,Village Panchayat,192542,2,Kawada,कवाडा,4953
11963,3,Village Panchayat,180086,1,Kawadas,कवडस,4800
11964,3,Village Panchayat,182909,1,Kawadasar,कवडासर,4837
11965,3,Village Panchayat,185173,1,Kawaddhan,कवाड्डहान,4864
11966,3,Village Panchayat,189613,1,Kawadewadi,कवडेवाडी,4918
11967,3,Village Panchayat,171572,1,Kawadgaon,कवाडगाव,4684
11968,3,Village Panchayat,171936,2,Kawadgaon,कवडगाव,4689
11969,3,Village Panchayat,172794,1,Kawadgaon,कवडगांव,4701
11970,3,Village Panchayat,170276,1,Kawadgaon (Jalna),कोडगाव जालना,4670
11971,3,Village Panchayat,173945,2,Kawadgondi,कवडगोंडी,4721
11972,3,Village Panchayat,174006,2,Kawadhi,कवठी,4722
11973,3,Village Panchayat,175217,1,Kawadi,कावडी,4741
11974,3,Village Panchayat,176116,1,Kawadi,कवडी,4752
11975,3,Village Panchayat,192723,1,Kawadi,कवाडी,4957
11976,3,Village Panchayat,173364,1,Kawadjai,कवडजई,4710
11977,3,Village Panchayat,194684,1,Kawadshi,कवडशी,4984
11978,3,Village Panchayat,180027,2,Kawadshi (B),कवडशी(ब),4799
11979,3,Village Panchayat,171990,1,Kawadsi,कावदसी,4690
11980,3,Village Panchayat,193037,1,Kawahta,कवठा,4962
11981,3,Village Panchayat,178148,1,Kawajawala,कावजवळा,4776
11982,3,Village Panchayat,186841,1,Kawale T Vinhere,कावळे तर्फे विन्हेरे,4883
11983,3,Village Panchayat,171991,1,Kawalewada,कवालेवाडा,4690
11984,3,Village Panchayat,172130,1,Kawalewada,कवालेवाडा,4692
11985,3,Village Panchayat,172436,1,Kawalewada,कवालेवाडा,4696
11986,3,Village Panchayat,175506,1,Kawalewada,कवलेवाडा,4745
11987,3,Village Panchayat,175679,1,Kawalewada,कावलेवाडा,4748
11988,3,Village Panchayat,184287,1,Kawalewadi,कावळेवाडी,4853
11989,3,Village Panchayat,181000,1,Kawalgaon,कावळगाव,4815
11990,3,Village Panchayat,185099,1,Kawalgaon,कवल गाव,4863
11991,3,Village Panchayat,185092,1,Kawalgaon Wadi,कवलगाव वाडी,4863
11992,3,Village Panchayat,170131,1,Kawal Gavhan,कवल गव्हण,4668
11993,3,Village Panchayat,182070,1,Kawalguda (Bk),कावलगुडा बु,4827
11994,3,Village Panchayat,182071,1,Kawalguda (Kh),कावलगुडा खु,4827
11995,3,Village Panchayat,179371,1,Kawali,कावळी,4790
11996,3,Village Panchayat,182464,2,Kawalith,कवळीथ,4832
11997,3,Village Panchayat,191165,1,Kawalwadi,कावळवाडी,4935
11998,3,Village Panchayat,181148,1,Kawana,कवाना,4817
11999,3,Village Panchayat,182985,1,Kawanai,कावनई,4838
12000,3,Village Panchayat,175613,1,Kawarabandh,कावराबंध,4747
12001,3,Village Panchayat,193336,1,Kawardari,कवळदरी,4966
12002,3,Village Panchayat,189923,2,Kawarwadi,कवरवाडी,4921
12003,3,Village Panchayat,184206,1,Kawata,कवठा,4852
12004,3,Village Panchayat,191713,1,Kawate,कवठे,4942
12005,3,Village Panchayat,175277,1,Kawatha,कवठा,4742
12006,3,Village Panchayat,175884,5,Kawatha,कवठा,4750
12007,3,Village Panchayat,193576,1,Kawatha,कवठा,4969
12008,3,Village Panchayat,194140,1,Kawatha,कावठा,4977
12009,3,Village Panchayat,194228,2,Kawatha,कवठा,4978
12010,3,Village Panchayat,176234,1,Kawatha (Bk),कवठा (बु),4753
12011,3,Village Panchayat,168998,1,Kawatha Bk.,कवठा बु,4650
12012,3,Village Panchayat,193734,1,Kawatha(Bk),कवठा (बु.),4971
12013,3,Village Panchayat,173741,1,Kawathada,कावाथाडा,4717
12014,3,Village Panchayat,179373,1,Kawatha Kej,कवठा केज,4790
12015,3,Village Panchayat,172604,1,Kawathal,कवठळ,4698
12016,3,Village Panchayat,173192,2,Kawathal,कवठळ,4707
12017,3,Village Panchayat,193422,1,Kawathal,कवठळ,4967
12018,3,Village Panchayat,173583,1,Kawathala,कवटाळा,4714
12019,3,Village Panchayat,179531,1,Kawathala,कवठाळा,4792
12020,3,Village Panchayat,179372,1,Kawatha Latur,कवठा लातूर,4790
12021,3,Village Panchayat,179464,1,Kawathali,कवठाळी,4791
12022,3,Village Panchayat,174386,1,Kawathe,कावठे,4726
12023,3,Village Panchayat,186522,1,Kawathe,कवठे,4878
12024,3,Village Panchayat,190406,1,Kawathe,कवठे,4924
12025,3,Village Panchayat,173582,1,Kawdashi Deshmane,कवडशी देशमाने,4714
12026,3,Village Panchayat,173581,1,Kawdashi Dhk,कवडशी डाग,4714
12027,3,Village Panchayat,186956,1,Kawilwahal Khurd,काविळवहाळ खुर्द,4884
12028,3,Village Panchayat,169886,1,Kawli,कावली,4664
12029,3,Village Panchayat,171758,1,Kawlyachiwadi,कावळेवाडी,4686
12030,3,Village Panchayat,168997,1,Kawsa Bk.,कवसा बु,4650
12031,3,Village Panchayat,180193,2,Kawtha,कवठा,4802
12032,3,Village Panchayat,192839,1,Kawtha,कवठा,4959
12033,3,Village Panchayat,169592,1,Kawtha Bahade,कावता बहाडे,4659
12034,3,Village Panchayat,169067,1,Kawtha Bk.,कवठा बु,4651
12035,3,Village Panchayat,169640,1,Kawtha Kadu,कवठा कडु,4660
12036,3,Village Panchayat,194004,1,Kawtha (Kd),कवठा (खु.),4975
12037,3,Village Panchayat,170003,1,Kawthal,कावताल,4666
12038,3,Village Panchayat,169224,1,Kawtha Shelu,कवठा शेलू,4653
12039,3,Village Panchayat,169225,1,Kawtha Sopinath,कवठा  सोपिनाथ,4653
12040,3,Village Panchayat,174228,2,Kawthi,कवठी,4725
12041,3,Village Panchayat,194685,1,Kayar,कायर,4984
12042,3,Village Panchayat,192072,2,Kayari,कायरी,4947
12043,3,Village Panchayat,170380,1,Kaygaon,कायगाव,4671
12044,3,Village Panchayat,183586,1,Kayre,कायरे,4844
12045,3,Village Panchayat,185841,1,Kazad,काझड,4871
12046,3,Village Panchayat,170064,1,Kazana,कझना,4667
12047,3,Village Panchayat,169068,1,Kazikhed,काझीखेड,4651
12048,3,Village Panchayat,182562,1,Kazipur,काझीपुर,4833
12049,3,Village Panchayat,188854,1,K.Dhamani,के धामणी,4912
12050,3,Village Panchayat,188679,1,K.Digraj,कसबेडिग्रज,4909
12051,3,Village Panchayat,189071,1,Kedambe,केडंबे,4914
12052,3,Village Panchayat,181149,1,Kedarguda,केदरगुडा,4817
12053,3,Village Panchayat,177682,2,Kedarkheda,केदारखेडा,4771
12054,3,Village Panchayat,181001,1,Kedarkuntha,केदारकुंठा,4815
12055,3,Village Panchayat,181914,1,Kedarwadgaon,केदारवडगाव,4825
12056,3,Village Panchayat,188951,1,Kedarwadi,केदारवाडी,4913
12057,3,Village Panchayat,178065,1,Kedar Wakadi,केदारवाकडी,4775
12058,3,Village Panchayat,185644,1,Kedgaon,केडगाव,4869
12059,3,Village Panchayat,191166,1,Kedgaon,केडगाव,4935
12060,3,Village Panchayat,170839,1,Kediliha,केडिलिहा,4676
12061,3,Village Panchayat,192220,2,Kedurli,केदु्र्ली,4950
12062,3,Village Panchayat,188224,1,Keerbet,किरबेट,4903
12063,3,Village Panchayat,188225,2,Keerduve,किरडुवे,4903
12064,3,Village Panchayat,187444,3,Kegaon,केगांव,4894
12065,3,Village Panchayat,194141,1,Kegaon,केगांव,4977
12066,3,Village Panchayat,194293,3,Kegaon,केगांव,4979
12067,3,Village Panchayat,190942,1,Kegaon Bk,केगाव  बु,4933
12068,3,Village Panchayat,190943,1,Kegaon Kh,केगाव  खु,4933
12069,3,Village Panchayat,194292,2,Kegaon (Mardi),केगांव (मरदी),4979
12070,3,Village Panchayat,192592,2,Kegawa,केगवा,4955
12071,3,Village Panchayat,184706,2,Kehal,खेल,4858
12072,3,Village Panchayat,178066,1,Kehal Wadgaon,केहळ वडगांव,4775
12073,3,Village Panchayat,259192,1,Kekanwadi,केकानवाडी,4684
12074,3,Village Panchayat,184791,1,Kekarjawala,केकर जवळा,4859
12075,3,Village Panchayat,170673,1,Kekat Jalgon,केकेत जळगाव,4674
12076,3,Village Panchayat,176966,1,Kekat Nimbore,केकतनिंभोरे,4763
12077,3,Village Panchayat,171447,2,Kekatpangari,केकत पांगरी,4683
12078,3,Village Panchayat,169487,1,Kekatpur,केकतपुर,4657
12079,3,Village Panchayat,171573,2,Kekatsami,केकातसामी,4684
12080,3,Village Panchayat,179566,1,Kekatsindgi,केकटसिंदगी,4793
12081,3,Village Panchayat,193658,1,Kekatumra,केकतउमरा,4970
12082,3,Village Panchayat,178792,1,Kekatwadi,केकतवाडी,4784
12083,3,Village Panchayat,173703,1,Kekezari,केकेझरी,4716
